metabolites,numerator,denominator,p-value,q-value,FC
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),CK10,N2,0.0059,0.3976,3.22
"1,2-dioleoyl-GPC (18:1/18:1)",CK10,N2,0.1521,0.8589,0.70
1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,CK10,N2,0.0096,0.3976,0.45
1-oleoyl-2-alpha-linolenoyl-GPC (18:1/18:3n3),CK10,N2,0.7819,0.9881,1.20
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,CK10,N2,0.5197,0.9340,0.81
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,CK10,N2,0.5303,0.9371,0.88
"1,2-dipalmitoyl-GPE (16:0/16:0)*",CK10,N2,0.1916,0.8598,0.38
1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*,CK10,N2,0.0019,0.1838,0.23
1-palmitoyl-2-oleoyl-GPE (16:0/18:1),CK10,N2,0.0415,0.6127,0.37
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,CK10,N2,0.8403,0.9927,1.21
1-palmitoleoyl-2-oleoyl-GPE (16:1/18:1)*,CK10,N2,0.2411,0.8812,0.45
1-stearoyl-2-oleoyl-GPE (18:0/18:1),CK10,N2,0.2033,0.8598,0.66
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,CK10,N2,0.1938,0.8598,0.49
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),CK10,N2,0.0357,0.5902,2.15
"1,2-dioleoyl-GPE (18:1/18:1)",CK10,N2,0.0005,0.0794,0.36
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,CK10,N2,0.0000,0.0089,0.26
1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,CK10,N2,0.3952,0.9340,0.90
"1,2-dilinoleoyl-GPE (18:2/18:2)*",CK10,N2,0.0001,0.0183,0.24
1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),CK10,N2,0.0521,0.6807,1.62
1-palmitoyl-2-oleoyl-GPG (16:0/18:1),CK10,N2,0.1347,0.8178,0.28
1-palmitoleoyl-2-oleoyl-GPG (16:1/18:1)*,CK10,N2,0.2057,0.8598,0.23
1-stearoyl-2-oleoyl-GPG (18:0/18:1),CK10,N2,0.1399,0.8282,0.33
1-stearoyl-2-linoleoyl-GPI (18:0/18:2),CK10,N2,0.2948,0.8938,1.60
1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),CK10,N2,0.2489,0.8812,1.67
1-palmitoyl-GPC (16:0),CK10,N2,0.9301,0.9927,0.80
1-palmitoleoyl-GPC (16:1)*,CK10,N2,0.7963,0.9881,0.52
1-stearoyl-GPC (18:0),CK10,N2,0.1663,0.8598,2.37
1-oleoyl-GPC (18:1),CK10,N2,0.6204,0.9576,0.70
1-linoleoyl-GPC (18:2),CK10,N2,0.5621,0.9540,0.36
1-linolenoyl-GPC (18:3)*,CK10,N2,0.9783,1.0000,0.50
1-arachidonoyl-GPC (20:4n6)*,CK10,N2,0.5369,0.9386,1.25
1-lignoceroyl-GPC (24:0),CK10,N2,0.7265,0.9803,0.69
1-palmitoyl-GPE (16:0),CK10,N2,0.2346,0.8692,0.68
1-stearoyl-GPE (18:0),CK10,N2,0.6755,0.9697,1.29
2-stearoyl-GPE (18:0)*,CK10,N2,0.0585,0.6868,5.27
1-oleoyl-GPE (18:1),CK10,N2,0.5236,0.9340,1.46
1-linoleoyl-GPE (18:2)*,CK10,N2,0.8142,0.9881,1.13
1-arachidonoyl-GPE (20:4n6)*,CK10,N2,0.4237,0.9340,0.53
1-stearoyl-GPS (18:0)*,CK10,N2,0.0073,0.3976,4.74
1-stearoyl-GPG (18:0),CK10,N2,0.0019,0.1838,3.66
1-stearoyl-GPI (18:0),CK10,N2,0.0173,0.4629,4.16
1-oleoyl-GPI (18:1),CK10,N2,0.2789,0.8812,2.09
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,CK10,N2,0.7484,0.9859,0.97
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,CK10,N2,0.9571,0.9977,1.06
1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),CK10,N2,0.0102,0.3976,0.58
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,CK10,N2,0.0461,0.6551,0.66
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,CK10,N2,0.1299,0.8050,1.65
1-(1-enyl-palmitoyl)-GPE (P-16:0)*,CK10,N2,0.3636,0.9340,1.56
1-(1-enyl-oleoyl)-GPE (P-18:1)*,CK10,N2,0.0005,0.0794,0.23
1-(1-enyl-stearoyl)-GPE (P-18:0)*,CK10,N2,0.3351,0.9155,0.72
1-(1-enyl-oleoyl)-2-oleoyl-GPE (P-18:1/18:1)*,CK10,N2,0.0000,0.0089,0.23
glycerol,CK10,N2,0.6624,0.9697,0.77
glycerol 3-phosphate,CK10,N2,0.9352,0.9928,1.47
glycerophosphoglycerol,CK10,N2,0.9215,0.9927,0.88
1-myristoylglycerol (14:0),CK10,N2,0.0617,0.6868,3.78
1-pentadecanoylglycerol (15:0),CK10,N2,0.1878,0.8598,2.13
1-palmitoylglycerol (16:0),CK10,N2,0.3339,0.9155,1.81
1-palmitoleoylglycerol (16:1)*,CK10,N2,0.0386,0.5902,3.30
1-margaroylglycerol (17:0),CK10,N2,0.1554,0.8598,1.76
1-oleoylglycerol (18:1),CK10,N2,0.0969,0.7508,2.71
1-linoleoylglycerol (18:2),CK10,N2,0.2114,0.8598,2.19
1-linolenoylglycerol (18:3),CK10,N2,0.0603,0.6868,3.49
1-dihomo-linolenylglycerol (20:3),CK10,N2,0.0383,0.5902,3.59
1-arachidonylglycerol (20:4),CK10,N2,0.0678,0.6868,5.41
1-eicosapentaenoylglycerol (20:5)*,CK10,N2,0.1696,0.8598,3.08
2-palmitoleoylglycerol (16:1)*,CK10,N2,0.0392,0.5902,2.96
2-oleoylglycerol (18:1),CK10,N2,0.2009,0.8598,2.37
2-linoleoylglycerol (18:2),CK10,N2,0.2739,0.8812,1.86
2-arachidonoylglycerol (20:4),CK10,N2,0.0559,0.6807,4.09
2-eicosapentaenoylglycerol (20:5)*,CK10,N2,0.1418,0.8304,2.91
1-heptadecenoylglycerol (17:1)*,CK10,N2,0.0898,0.7472,3.40
2-heptadecenoylglycerol (17:1)*,CK10,N2,0.2199,0.8598,3.10
1-dihomo-linoleoylglycerol (20:2),CK10,N2,0.6757,0.9697,1.15
oleoyl-linoleoyl-glycerol (18:1/18:2) [2],CK10,N2,0.0104,0.3976,0.35
stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,CK10,N2,0.1759,0.8598,1.93
stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*,CK10,N2,0.0186,0.4629,2.69
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,CK10,N2,0.4472,0.9340,1.52
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,CK10,N2,0.8129,0.9881,0.83
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*,CK10,N2,0.5368,0.9386,0.66
sphinganine,CK10,N2,0.3206,0.9140,1.37
phytosphingosine,CK10,N2,0.6823,0.9697,0.84
hexadecasphinganine (d16:0)*,CK10,N2,0.4841,0.9340,1.39
1-deoxysphinganine (m18:0),CK10,N2,0.9791,1.0000,0.92
"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",CK10,N2,0.7484,0.9859,0.72
heptadecasphingosine (d17:1),CK10,N2,0.4752,0.9340,0.75
3-hydroxy-3-methylglutarate,CK10,N2,0.5659,0.9540,0.53
7-dehydrocholesterol,CK10,N2,0.6873,0.9697,0.73
4-cholesten-3-one,CK10,N2,0.0903,0.7472,0.11
cholate,CK10,N2,0.5787,0.9540,0.47
glycocholate,CK10,N2,0.8433,0.9927,0.67
taurocholate,CK10,N2,0.8524,0.9927,0.73
deoxycholate,CK10,N2,0.6286,0.9576,0.56
glycodeoxycholate,CK10,N2,0.8619,0.9927,0.82
taurodeoxycholate,CK10,N2,0.9235,0.9927,0.91
inosine 5'-monophosphate (IMP),CK10,N2,0.1116,0.7521,8.62
inosine,CK10,N2,0.3867,0.9340,0.67
hypoxanthine,CK10,N2,0.2490,0.8812,0.46
xanthine,CK10,N2,0.1109,0.7521,0.50
xanthosine,CK10,N2,0.2511,0.8812,0.32
2'-deoxyinosine,CK10,N2,0.1404,0.8282,0.33
urate,CK10,N2,0.4953,0.9340,0.84
uric acid ribonucleoside*,CK10,N2,0.2288,0.8598,0.61
allantoin,CK10,N2,0.7710,0.9872,0.89
allantoic acid,CK10,N2,0.7631,0.9872,0.39
adenosine 5'-monophosphate (AMP),CK10,N2,0.0505,0.6807,2.27
adenosine 3'-monophosphate (3'-AMP),CK10,N2,0.5286,0.9364,1.43
adenosine 2'-monophosphate (2'-AMP),CK10,N2,0.9709,1.0000,0.65
"adenosine 3',5'-cyclic monophosphate (cAMP)",CK10,N2,0.9490,0.9936,1.00
"adenosine-2',3'-cyclic monophosphate",CK10,N2,0.8313,0.9927,1.20
"adenosine 3',5'-diphosphate",CK10,N2,0.8986,0.9927,1.03
adenylosuccinate,CK10,N2,0.0051,0.3976,2.96
adenosine,CK10,N2,0.8003,0.9881,0.96
adenine,CK10,N2,0.9745,1.0000,1.18
1-methyladenine,CK10,N2,0.4814,0.9340,0.77
N1-methyladenosine,CK10,N2,0.2795,0.8812,0.44
N6-methyladenosine,CK10,N2,0.8705,0.9927,0.80
isopentenyl adenosine,CK10,N2,0.2676,0.8812,0.40
N6-carbamoylthreonyladenosine,CK10,N2,0.2718,0.8812,0.79
2'-deoxyadenosine 5'-monophosphate,CK10,N2,0.4538,0.9340,1.29
N6-succinyladenosine,CK10,N2,0.4060,0.9340,1.33
guanosine 5'-diphosphate (GDP),CK10,N2,0.9327,0.9927,0.62
guanosine 5'-monophosphate (5'-GMP),CK10,N2,0.0131,0.4394,19.64
guanosine 3'-monophosphate (3'-GMP),CK10,N2,0.2816,0.8813,2.55
"guanosine-2',3'-cyclic monophosphate",CK10,N2,0.7969,0.9881,0.62
guanosine,CK10,N2,0.8130,0.9881,0.93
guanine,CK10,N2,0.0774,0.7217,0.45
1-methylguanine,CK10,N2,0.4858,0.9340,0.64
7-methylguanine,CK10,N2,0.6202,0.9576,0.80
7-methylguanosine,CK10,N2,0.5866,0.9540,0.55
N1-methylguanosine,CK10,N2,0.2237,0.8598,0.58
N2-methylguanosine,CK10,N2,0.0143,0.4394,0.30
"N2,N2-dimethylguanosine",CK10,N2,0.2023,0.8598,0.15
"N2,N2-dimethylguanine",CK10,N2,0.3051,0.8938,0.70
8-hydroxyguanine,CK10,N2,0.9995,1.0000,1.00
2'-deoxyguanosine 5'-monophosphate (dGMP),CK10,N2,0.2718,0.8812,1.26
2'-deoxyguanosine,CK10,N2,0.1219,0.7793,0.35
N-carbamoylaspartate,CK10,N2,0.6697,0.9697,0.62
dihydroorotate,CK10,N2,0.1282,0.8050,0.34
orotate,CK10,N2,0.2742,0.8812,0.55
orotidine,CK10,N2,0.0981,0.7508,0.55
uridine 5'-diphosphate (UDP),CK10,N2,0.7950,0.9881,0.87
uridine 5'-monophosphate (UMP),CK10,N2,0.0090,0.3976,9.76
uridine 3'-monophosphate (3'-UMP),CK10,N2,0.2222,0.8598,1.73
"uridine-2',3'-cyclic monophosphate",CK10,N2,0.7731,0.9872,0.72
uridine,CK10,N2,0.7362,0.9803,0.87
uracil,CK10,N2,0.1609,0.8598,0.40
pseudouridine,CK10,N2,0.1527,0.8589,0.33
"5,6-dihydrouridine",CK10,N2,0.1634,0.8598,0.22
2'-O-methyluridine,CK10,N2,0.4990,0.9340,0.55
5-methyluridine (ribothymidine),CK10,N2,0.1007,0.7508,0.38
"5,6-dihydrouracil",CK10,N2,0.1788,0.8598,0.32
2'-deoxyuridine 5'-monophosphate,CK10,N2,0.2202,0.8598,2.68
2'-deoxyuridine,CK10,N2,0.2980,0.8938,0.52
3-ureidopropionate,CK10,N2,0.2678,0.8812,0.21
beta-alanine,CK10,N2,0.4178,0.9340,0.63
3-(3-amino-3-carboxypropyl)uridine*,CK10,N2,0.3716,0.9340,0.83
cytidine diphosphate,CK10,N2,0.4361,0.9340,0.60
cytidine 5'-monophosphate (5'-CMP),CK10,N2,0.0155,0.4394,2.62
cytidine 2' or 3'-monophosphate (2' or 3'-CMP),CK10,N2,0.3080,0.8938,1.61
"cytidine 2',3'-cyclic monophosphate",CK10,N2,0.7934,0.9881,0.88
cytidine,CK10,N2,0.8246,0.9927,0.79
cytosine,CK10,N2,0.3654,0.9340,1.97
3-methylcytidine,CK10,N2,0.0536,0.6807,0.35
5-methylcytidine,CK10,N2,0.4280,0.9340,0.25
2'-deoxycytidine 5'-monophosphate,CK10,N2,0.0737,0.7061,1.70
2'-deoxycytidine,CK10,N2,0.3741,0.9340,0.46
2'-O-methylcytidine,CK10,N2,0.8361,0.9927,0.67
thymidine 5'-monophosphate,CK10,N2,0.0526,0.6807,1.93
thymidine,CK10,N2,0.4049,0.9340,0.53
thymine,CK10,N2,0.4438,0.9340,0.48
"5,6-dihydrothymine",CK10,N2,0.1759,0.8598,0.33
3-aminoisobutyrate,CK10,N2,0.4265,0.9340,0.57
methylphosphate,CK10,N2,0.4161,0.9340,0.23
(3'-5')-adenylylcytidine,CK10,N2,0.9050,0.9927,1.20
(3'-5')-adenylylguanosine*,CK10,N2,0.8628,0.9927,1.19
(3'-5')-adenylyluridine,CK10,N2,0.9171,0.9927,0.87
(3'-5')-adenylyladenosine*,CK10,N2,0.7961,0.9881,1.31
(3'-5')-cytidylyladenosine,CK10,N2,0.6460,0.9696,1.13
(3'-5')-cytidylylcytidine*,CK10,N2,0.4503,0.9340,1.16
(3'-5')-cytidylylguanosine,CK10,N2,1.0000,1.0000,1.00
(3'-5')-cytidylyluridine*,CK10,N2,0.7347,0.9803,0.69
(3'-5')-guanylylcytidine,CK10,N2,1.0000,1.0000,1.00
(3'-5')-guanylyluridine,CK10,N2,1.0000,1.0000,1.00
(3'-5')-uridylylcytidine*,CK10,N2,0.8022,0.9881,1.67
(3'-5')-uridylyluridine,CK10,N2,1.0000,1.0000,1.00
(3'-5')-uridylyladenosine,CK10,N2,1.0000,1.0000,1.00
quinolinate,CK10,N2,0.2167,0.8598,0.49
nicotinate,CK10,N2,0.3749,0.9340,0.85
nicotinate ribonucleoside,CK10,N2,0.0209,0.4629,0.09
nicotinic acid mononucleotide (NaMN),CK10,N2,0.9791,1.0000,0.83
nicotinamide,CK10,N2,0.3701,0.9340,0.58
nicotinamide ribonucleotide (NMN),CK10,N2,0.9094,0.9927,1.05
nicotinamide riboside,CK10,N2,0.0983,0.7508,0.38
nicotinamide adenine dinucleotide (NAD+),CK10,N2,0.0855,0.7472,0.27
6-hydroxynicotinate,CK10,N2,0.7257,0.9803,0.38
trigonelline (N'-methylnicotinate),CK10,N2,0.0598,0.6868,0.24
riboflavin (vitamin B2),CK10,N2,0.3354,0.9155,0.85
flavin adenine dinucleotide (FAD),CK10,N2,0.2770,0.8812,0.68
flavin mononucleotide (FMN),CK10,N2,0.6059,0.9569,0.90
pantoate,CK10,N2,0.5655,0.9540,0.53
pantothenate,CK10,N2,0.1775,0.8598,0.73
pantethine,CK10,N2,0.2260,0.8598,0.24
pantetheine,CK10,N2,0.5001,0.9340,0.58
phosphopantetheine,CK10,N2,0.9062,0.9927,0.91
3'-dephosphocoenzyme A,CK10,N2,0.3649,0.9340,1.18
coenzyme A,CK10,N2,0.6969,0.9697,0.78
ascorbate (vitamin C),CK10,N2,0.3184,0.9140,0.46
dehydroascorbate,CK10,N2,0.2650,0.8812,0.86
threonate,CK10,N2,0.2178,0.8598,0.73
gulonate*,CK10,N2,0.3084,0.8938,0.66
biotin,CK10,N2,0.7213,0.9803,0.91
5-methyltetrahydrofolate (5MeTHF),CK10,N2,0.6510,0.9697,0.69
biopterin,CK10,N2,0.6876,0.9697,0.84
dihydrobiopterin,CK10,N2,0.4484,0.9340,0.78
pterin,CK10,N2,0.6632,0.9697,0.72
xanthopterin,CK10,N2,0.3278,0.9155,0.65
protoporphyrin IX,CK10,N2,0.3348,0.9155,0.38
heme,CK10,N2,0.9298,0.9927,1.16
biliverdin,CK10,N2,0.6124,0.9576,0.99
thiamin (vitamin B1),CK10,N2,0.1077,0.7521,0.31
thiamin monophosphate,CK10,N2,0.1354,0.8178,0.76
thiamin diphosphate,CK10,N2,0.3801,0.9340,0.38
carotene diol (1),CK10,N2,0.5851,0.9540,1.33
pyridoxamine,CK10,N2,0.5283,0.9364,0.56
pyridoxamine phosphate,CK10,N2,0.5474,0.9478,0.68
pyridoxal phosphate,CK10,N2,0.2528,0.8812,0.59
pyridoxal,CK10,N2,0.4116,0.9340,0.80
pyridoxate,CK10,N2,0.4553,0.9340,0.61
benzoate,CK10,N2,0.7362,0.9803,0.83
4-hydroxybenzoate,CK10,N2,0.4840,0.9340,0.75
catechol,CK10,N2,0.9229,0.9927,0.89
anthraniloyl-O-glucose,CK10,N2,0.5702,0.9540,1.38
1-methylxanthine,CK10,N2,0.6992,0.9697,0.55
2-piperidinone,CK10,N2,0.8597,0.9927,1.22
3-dehydroshikimate,CK10,N2,0.9241,0.9927,0.82
"2,3-dihydroxyisovalerate",CK10,N2,0.9632,0.9977,0.52
dipicolinate,CK10,N2,1.0000,1.0000,1.00
2-isopropylmalate,CK10,N2,0.8545,0.9927,0.86
3-formylindole,CK10,N2,0.5780,0.9540,0.78
3-hydroxyindolin-2-one,CK10,N2,0.6077,0.9569,1.00
gluconate,CK10,N2,0.9803,1.0000,1.11
ciliatine (2-aminoethylphosphonate),CK10,N2,0.6755,0.9697,0.46
ergothioneine,CK10,N2,0.5968,0.9569,0.20
erythritol,CK10,N2,0.4058,0.9340,0.68
quinate,CK10,N2,0.9583,0.9977,0.56
histidine betaine (hercynine)*,CK10,N2,0.2180,0.8598,0.27
homostachydrine*,CK10,N2,0.5104,0.9340,0.46
mannonate*,CK10,N2,0.1724,0.8598,0.39
stachydrine,CK10,N2,0.3647,0.9340,0.36
ethyl alpha-glucopyranoside,CK10,N2,0.4558,0.9340,0.46
methyl glucopyranoside (alpha + beta),CK10,N2,0.2429,0.8812,0.29
harmane,CK10,N2,0.6943,0.9697,0.79
2-ketogluconate,CK10,N2,0.9149,0.9927,0.15
"9,10-methylenehexadecanoate**",CK10,N2,0.0684,0.6868,2.73
2-dimethylaminoethanol,CK10,N2,0.4032,0.9340,0.70
3-indoleglyoxylic acid,CK10,N2,0.5400,0.9392,0.70
ethyl beta-glucopyranoside,CK10,N2,0.4726,0.9340,2.57
pyochelin,CK10,N2,0.7711,0.9872,0.54
lactobacillic acid,CK10,N2,0.0735,0.7061,2.73
7-chlorotryptophan,CK10,N2,0.8107,0.9881,0.72
pyrrolnitrin,CK10,N2,0.6694,0.9697,2.06
5-fluorouracil,CK10,N2,0.5174,0.9340,0.36
salicylate,CK10,N2,0.6987,0.9697,1.69
S-carboxymethyl-cysteine,CK10,N2,0.1872,0.8598,0.61
sulfate*,CK10,N2,0.6163,0.9576,0.83
O-sulfo-tyrosine,CK10,N2,0.9927,1.0000,1.00
ectoine,CK10,N2,0.3916,0.9340,0.09
glycerol 2-phosphate,CK10,N2,0.6678,0.9697,1.20
"2,4-di-tert-butylphenol",CK10,N2,0.0204,0.4629,2.64
thioproline,CK10,N2,0.7684,0.9872,1.16
glutamine_degradant*,CK10,N2,0.3435,0.9309,0.66
X-10445,CK10,N2,0.1641,0.8598,0.10
X-11580,CK10,N2,0.2985,0.8938,1.75
X-11612,CK10,N2,0.0916,0.7472,0.40
X-11615,CK10,N2,0.5229,0.9340,0.75
X-11787,CK10,N2,0.7160,0.9791,0.87
X-11795,CK10,N2,0.7950,0.9881,1.02
X-12026,CK10,N2,0.3477,0.9340,0.71
X-12100,CK10,N2,0.9332,0.9927,1.07
X-12101,CK10,N2,0.8581,0.9927,0.86
X-12411,CK10,N2,0.1744,0.8598,0.37
X-12462,CK10,N2,0.1969,0.8598,0.37
X-13507,CK10,N2,0.2283,0.8598,0.26
X-14056,CK10,N2,0.3749,0.9340,0.64
X-14254,CK10,N2,0.5854,0.9540,0.41
X-15161,CK10,N2,0.8502,0.9927,0.81
X-15245,CK10,N2,0.2977,0.8938,0.13
X-15461,CK10,N2,0.8111,0.9881,0.83
X-15520,CK10,N2,0.6295,0.9576,0.63
X-15853,CK10,N2,0.6286,0.9576,0.47
X-16938,CK10,N2,0.1264,0.8015,0.33
X-17009,CK10,N2,0.2249,0.8598,0.39
X-17335,CK10,N2,0.3302,0.9155,0.67
X-17761,CK10,N2,0.1921,0.8598,0.45
X-17877,CK10,N2,0.5901,0.9548,0.50
X-18278,CK10,N2,0.7618,0.9872,0.61
X-20100,CK10,N2,0.5212,0.9340,0.36
X-20172,CK10,N2,0.4864,0.9340,0.32
X-20716,CK10,N2,0.1837,0.8598,0.42
X-20747,CK10,N2,0.2243,0.8598,0.21
X-21353,CK10,N2,0.6614,0.9697,0.66
X-21607,CK10,N2,0.5959,0.9569,0.63
X-21796,CK10,N2,0.3914,0.9340,1.56
X-22062,CK10,N2,0.9088,0.9927,0.89
X-22776,CK10,N2,0.9037,0.9927,1.00
X-23109,CK10,N2,0.1064,0.7521,2.34
X-23587,CK10,N2,0.1390,0.8282,0.32
X-23593,CK10,N2,0.9081,0.9927,0.88
X-23639,CK10,N2,0.3175,0.9140,0.43
X-23648,CK10,N2,0.5148,0.9340,0.27
X-23654,CK10,N2,0.6309,0.9576,0.72
X-23662,CK10,N2,0.5767,0.9540,2.02
X-23672,CK10,N2,0.5750,0.9540,0.73
X-23739,CK10,N2,0.9438,0.9936,1.05
X-24243,CK10,N2,0.6267,0.9576,0.39
X-24425,CK10,N2,0.7703,0.9872,1.04
X-24456,CK10,N2,0.6287,0.9576,0.91
X-24608,CK10,N2,0.1524,0.8589,0.37
X-24697,CK10,N2,0.7708,0.9872,0.50
X-24728,CK10,N2,0.8673,0.9927,0.81
X-24729,CK10,N2,0.6743,0.9697,0.59
X-24807,CK10,N2,0.9824,1.0000,0.94
X-25004,CK10,N2,0.9639,0.9977,1.00
X-25009,CK10,N2,0.6688,0.9697,1.26
X-25026,CK10,N2,0.6810,0.9697,1.37
X-25080,CK10,N2,0.1664,0.8598,3.65
X-25102,CK10,N2,0.9006,0.9927,1.07
X-25109,CK10,N2,0.7558,0.9872,0.92
X-25111,CK10,N2,0.9983,1.0000,0.41
X-25180,CK10,N2,0.9133,0.9927,1.12
X-25551,CK10,N2,0.7055,0.9714,1.12
X-25563,CK10,N2,0.6863,0.9697,0.87
X-25594,CK10,N2,0.6973,0.9697,0.85
X-25837,CK10,N2,0.9937,1.0000,0.70
X-25936,CK10,N2,0.9033,0.9927,0.86
X-25940,CK10,N2,0.7282,0.9803,0.50
X-25948,CK10,N2,0.3787,0.9340,0.72
X-25955,CK10,N2,0.4037,0.9340,0.34
X-25984,CK10,N2,0.4315,0.9340,0.64
X-26008,CK10,N2,0.4517,0.9340,0.40
X-26094,CK10,N2,0.5064,0.9340,0.77
X-26095,CK10,N2,0.7519,0.9865,0.20
X-26127,CK10,N2,0.6020,0.9569,0.23
glycine,CL2355,N2,0.0233,0.7780,0.64
N-acetylglycine,CL2355,N2,0.0937,0.7780,0.51
sarcosine,CL2355,N2,0.6137,0.7794,0.88
dimethylglycine,CL2355,N2,0.8564,0.8289,1.08
betaine,CL2355,N2,0.4619,0.7780,0.63
betaine aldehyde,CL2355,N2,0.8183,0.8159,1.22
serine,CL2355,N2,0.7941,0.8071,0.78
N-acetylserine,CL2355,N2,0.0744,0.7780,0.41
3-phosphoserine,CL2355,N2,0.6890,0.7860,0.92
threonine,CL2355,N2,0.1870,0.7780,0.67
N-acetylthreonine,CL2355,N2,0.1824,0.7780,0.53
O-acetylhomoserine,CL2355,N2,0.9369,0.8523,1.16
homoserine lactone,CL2355,N2,0.2336,0.7780,0.57
alanine,CL2355,N2,0.1268,0.7780,0.72
N-acetylalanine,CL2355,N2,0.1000,0.7780,0.43
aspartate,CL2355,N2,0.1500,0.7780,0.44
N-acetylaspartate (NAA),CL2355,N2,0.1212,0.7780,0.52
asparagine,CL2355,N2,0.1079,0.7780,0.17
N-acetylasparagine,CL2355,N2,0.1404,0.7780,0.53
glutamate,CL2355,N2,0.3765,0.7780,0.73
glutamine,CL2355,N2,0.3666,0.7780,0.46
alpha-ketoglutaramate*,CL2355,N2,0.1589,0.7780,0.45
N-acetylglutamate,CL2355,N2,0.9770,0.8528,0.89
N-acetylglutamine,CL2355,N2,0.3692,0.7780,0.63
4-hydroxyglutamate,CL2355,N2,0.4881,0.7794,2.20
"glutamate, gamma-methyl ester",CL2355,N2,0.5942,0.7794,0.62
S-1-pyrroline-5-carboxylate,CL2355,N2,0.1508,0.7780,0.42
propionylglutamine,CL2355,N2,0.2953,0.7780,0.38
histidine,CL2355,N2,0.1262,0.7780,0.59
1-methylhistidine,CL2355,N2,0.5263,0.7794,0.86
3-methylhistidine,CL2355,N2,0.3842,0.7780,0.70
N-acetylhistidine,CL2355,N2,0.3422,0.7780,0.64
N-acetyl-3-methylhistidine*,CL2355,N2,0.1554,0.7780,0.52
N-acetyl-1-methylhistidine*,CL2355,N2,0.0665,0.7780,0.60
trans-urocanate,CL2355,N2,0.5089,0.7794,0.56
cis-urocanate,CL2355,N2,0.3865,0.7780,0.50
imidazole propionate,CL2355,N2,0.0430,0.7780,0.26
formiminoglutamate,CL2355,N2,0.3211,0.7780,0.59
imidazole lactate,CL2355,N2,0.6750,0.7848,0.81
1-methyl-5-imidazoleacetate,CL2355,N2,0.2155,0.7780,0.53
1-ribosyl-imidazoleacetate*,CL2355,N2,0.9943,0.8528,1.00
4-imidazoleacetate,CL2355,N2,0.0781,0.7780,0.56
N-acetylhistamine,CL2355,N2,0.8484,0.8282,0.93
histidine methyl ester,CL2355,N2,0.5674,0.7794,1.38
lysine,CL2355,N2,0.1610,0.7780,0.04
N2-acetyllysine,CL2355,N2,0.1354,0.7780,0.53
N6-acetyllysine,CL2355,N2,0.4328,0.7780,0.43
"N2,N6-diacetyllysine",CL2355,N2,0.2930,0.7780,0.37
N6-methyllysine,CL2355,N2,0.5047,0.7794,0.44
"N6,N6,N6-trimethyllysine",CL2355,N2,0.5391,0.7794,0.77
"hydroxy-N6,N6,N6-trimethyllysine*",CL2355,N2,0.4680,0.7789,1.21
5-hydroxylysine,CL2355,N2,0.1808,0.7780,0.29
fructosyllysine,CL2355,N2,0.1862,0.7780,0.52
saccharopine,CL2355,N2,0.2556,0.7780,0.67
2-aminoadipate,CL2355,N2,0.3273,0.7780,0.36
2-oxoadipate,CL2355,N2,0.1121,0.7780,0.05
pipecolate,CL2355,N2,0.4793,0.7794,0.55
6-oxopiperidine-2-carboxylate,CL2355,N2,0.1115,0.7780,0.45
cadaverine,CL2355,N2,0.7456,0.7929,0.93
N-acetyl-cadaverine,CL2355,N2,0.4527,0.7780,0.45
5-aminovalerate,CL2355,N2,0.8257,0.8218,0.88
"N,N,N-trimethyl-5-aminovalerate",CL2355,N2,0.8617,0.8289,1.97
phenylalanine,CL2355,N2,0.4021,0.7780,0.74
N-acetylphenylalanine,CL2355,N2,0.4160,0.7780,0.39
phenylpyruvate,CL2355,N2,0.2167,0.7780,0.34
phenyllactate (PLA),CL2355,N2,0.9837,0.8528,1.00
phenethylamine,CL2355,N2,0.0306,0.7780,0.62
phenylacetate,CL2355,N2,0.0052,0.7780,0.12
2-hydroxyphenylacetate,CL2355,N2,0.8403,0.8276,1.04
4-hydroxyphenylacetate,CL2355,N2,0.0052,0.7780,0.11
