metabolites,numerator,denominator,p-value,q-value,FC
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),CK10,N2,0.1406,1.0000,1.95
"1,2-dioleoyl-GPC (18:1/18:1)",CK10,N2,0.0750,1.0000,0.61
1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,CK10,N2,0.0077,0.7395,0.38
1-oleoyl-2-alpha-linolenoyl-GPC (18:1/18:3n3),CK10,N2,0.8108,1.0000,0.83
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,CK10,N2,0.3726,1.0000,0.70
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,CK10,N2,0.2828,1.0000,0.72
"1,2-dipalmitoyl-GPE (16:0/16:0)*",CK10,N2,0.2327,1.0000,0.52
1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*,CK10,N2,0.0145,1.0000,0.48
1-palmitoyl-2-oleoyl-GPE (16:0/18:1),CK10,N2,0.2616,1.0000,0.57
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,CK10,N2,0.8379,1.0000,0.93
1-palmitoleoyl-2-oleoyl-GPE (16:1/18:1)*,CK10,N2,0.7850,1.0000,0.86
1-stearoyl-2-oleoyl-GPE (18:0/18:1),CK10,N2,0.0946,1.0000,0.54
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,CK10,N2,0.1529,1.0000,0.45
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),CK10,N2,0.4831,1.0000,1.19
"1,2-dioleoyl-GPE (18:1/18:1)",CK10,N2,0.0123,0.9466,0.48
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,CK10,N2,0.0001,0.0315,0.28
1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,CK10,N2,0.9796,1.0000,1.10
"1,2-dilinoleoyl-GPE (18:2/18:2)*",CK10,N2,0.0011,0.2088,0.28
1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),CK10,N2,0.1736,1.0000,1.34
1-palmitoyl-2-oleoyl-GPG (16:0/18:1),CK10,N2,0.4630,1.0000,0.64
1-palmitoleoyl-2-oleoyl-GPG (16:1/18:1)*,CK10,N2,0.7274,1.0000,0.77
1-stearoyl-2-oleoyl-GPG (18:0/18:1),CK10,N2,0.2057,1.0000,1.84
1-stearoyl-2-linoleoyl-GPI (18:0/18:2),CK10,N2,0.6845,1.0000,1.07
1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),CK10,N2,0.3141,1.0000,1.43
1-palmitoyl-GPC (16:0),CK10,N2,0.4464,1.0000,0.61
1-palmitoleoyl-GPC (16:1)*,CK10,N2,0.5411,1.0000,2.34
1-stearoyl-GPC (18:0),CK10,N2,0.8876,1.0000,1.34
1-oleoyl-GPC (18:1),CK10,N2,0.5511,1.0000,0.77
1-linoleoyl-GPC (18:2),CK10,N2,0.8261,1.0000,1.93
1-linolenoyl-GPC (18:3)*,CK10,N2,0.3686,1.0000,8.89
1-arachidonoyl-GPC (20:4n6)*,CK10,N2,0.3560,1.0000,1.90
1-lignoceroyl-GPC (24:0),CK10,N2,0.7474,1.0000,0.55
1-palmitoyl-GPE (16:0),CK10,N2,0.3328,1.0000,0.72
1-stearoyl-GPE (18:0),CK10,N2,0.1483,1.0000,0.57
2-stearoyl-GPE (18:0)*,CK10,N2,0.7570,1.0000,0.91
1-oleoyl-GPE (18:1),CK10,N2,0.6577,1.0000,0.69
1-linoleoyl-GPE (18:2)*,CK10,N2,0.3633,1.0000,2.58
1-arachidonoyl-GPE (20:4n6)*,CK10,N2,0.1092,1.0000,4.22
1-stearoyl-GPS (18:0)*,CK10,N2,0.8739,1.0000,1.47
1-stearoyl-GPG (18:0),CK10,N2,0.0089,0.7564,2.97
1-stearoyl-GPI (18:0),CK10,N2,0.7198,1.0000,1.34
1-oleoyl-GPI (18:1),CK10,N2,0.5280,1.0000,1.98
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,CK10,N2,0.6998,1.0000,0.91
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,CK10,N2,0.7024,1.0000,0.93
1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),CK10,N2,0.0016,0.2088,0.48
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,CK10,N2,0.0015,0.2088,0.47
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,CK10,N2,0.1915,1.0000,1.44
1-(1-enyl-palmitoyl)-GPE (P-16:0)*,CK10,N2,0.0030,0.3334,0.20
1-(1-enyl-oleoyl)-GPE (P-18:1)*,CK10,N2,0.0002,0.0523,0.21
1-(1-enyl-stearoyl)-GPE (P-18:0)*,CK10,N2,0.0675,1.0000,0.54
1-(1-enyl-oleoyl)-2-oleoyl-GPE (P-18:1/18:1)*,CK10,N2,0.0000,0.0021,0.19
glycerol,CK10,N2,0.7098,1.0000,1.25
glycerol 3-phosphate,CK10,N2,0.3202,1.0000,1.95
glycerophosphoglycerol,CK10,N2,0.5466,1.0000,1.74
1-myristoylglycerol (14:0),CK10,N2,0.9871,1.0000,1.06
1-pentadecanoylglycerol (15:0),CK10,N2,0.9535,1.0000,0.91
1-palmitoylglycerol (16:0),CK10,N2,0.8744,1.0000,1.06
1-palmitoleoylglycerol (16:1)*,CK10,N2,0.6644,1.0000,1.32
1-margaroylglycerol (17:0),CK10,N2,0.8653,1.0000,0.51
1-oleoylglycerol (18:1),CK10,N2,0.9135,1.0000,0.93
1-linoleoylglycerol (18:2),CK10,N2,0.7423,1.0000,0.79
1-linolenoylglycerol (18:3),CK10,N2,0.3857,1.0000,1.58
1-dihomo-linolenylglycerol (20:3),CK10,N2,0.9372,1.0000,1.14
1-arachidonylglycerol (20:4),CK10,N2,0.7930,1.0000,1.23
1-eicosapentaenoylglycerol (20:5)*,CK10,N2,0.8666,1.0000,0.96
2-palmitoleoylglycerol (16:1)*,CK10,N2,0.6682,1.0000,1.42
2-oleoylglycerol (18:1),CK10,N2,0.7271,1.0000,0.93
2-linoleoylglycerol (18:2),CK10,N2,0.5259,1.0000,0.75
2-arachidonoylglycerol (20:4),CK10,N2,0.8522,1.0000,1.39
2-eicosapentaenoylglycerol (20:5)*,CK10,N2,0.8197,1.0000,1.11
1-heptadecenoylglycerol (17:1)*,CK10,N2,0.7035,1.0000,0.69
2-heptadecenoylglycerol (17:1)*,CK10,N2,0.6813,1.0000,0.90
1-dihomo-linoleoylglycerol (20:2),CK10,N2,0.1650,1.0000,0.38
oleoyl-linoleoyl-glycerol (18:1/18:2) [2],CK10,N2,0.1056,1.0000,0.52
stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,CK10,N2,0.0566,1.0000,1.99
stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*,CK10,N2,0.0276,1.0000,2.51
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,CK10,N2,0.2591,1.0000,1.89
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,CK10,N2,0.9143,1.0000,1.38
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*,CK10,N2,0.7919,1.0000,1.20
sphinganine,CK10,N2,0.1897,1.0000,1.33
phytosphingosine,CK10,N2,0.2996,1.0000,1.79
hexadecasphinganine (d16:0)*,CK10,N2,0.8740,1.0000,0.83
1-deoxysphinganine (m18:0),CK10,N2,0.5222,1.0000,1.33
"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",CK10,N2,0.7077,1.0000,0.58
heptadecasphingosine (d17:1),CK10,N2,0.6744,1.0000,1.08
3-hydroxy-3-methylglutarate,CK10,N2,0.8625,1.0000,1.13
7-dehydrocholesterol,CK10,N2,0.7791,1.0000,0.77
4-cholesten-3-one,CK10,N2,0.3757,1.0000,0.61
cholate,CK10,N2,0.3363,1.0000,0.42
glycocholate,CK10,N2,0.7670,1.0000,1.11
taurocholate,CK10,N2,0.7200,1.0000,1.31
deoxycholate,CK10,N2,0.6187,1.0000,0.50
glycodeoxycholate,CK10,N2,0.9572,1.0000,1.07
taurodeoxycholate,CK10,N2,0.8311,1.0000,1.21
inosine 5'-monophosphate (IMP),CK10,N2,0.4663,1.0000,2.36
inosine,CK10,N2,0.9371,1.0000,1.07
hypoxanthine,CK10,N2,0.9632,1.0000,1.01
xanthine,CK10,N2,0.7759,1.0000,0.91
xanthosine,CK10,N2,0.9887,1.0000,0.79
2'-deoxyinosine,CK10,N2,0.6347,1.0000,1.34
urate,CK10,N2,0.1952,1.0000,0.67
uric acid ribonucleoside*,CK10,N2,0.2038,1.0000,0.58
allantoin,CK10,N2,0.9339,1.0000,1.17
allantoic acid,CK10,N2,0.9028,1.0000,1.12
adenosine 5'-monophosphate (AMP),CK10,N2,0.8604,1.0000,1.03
adenosine 3'-monophosphate (3'-AMP),CK10,N2,0.3340,1.0000,2.25
adenosine 2'-monophosphate (2'-AMP),CK10,N2,0.8923,1.0000,0.95
"adenosine 3',5'-cyclic monophosphate (cAMP)",CK10,N2,0.7499,1.0000,1.72
"adenosine-2',3'-cyclic monophosphate",CK10,N2,0.7839,1.0000,0.92
"adenosine 3',5'-diphosphate",CK10,N2,0.9779,1.0000,0.98
adenylosuccinate,CK10,N2,0.5310,1.0000,0.54
adenosine,CK10,N2,0.9064,1.0000,0.92
adenine,CK10,N2,0.5023,1.0000,0.62
1-methyladenine,CK10,N2,0.3108,1.0000,0.67
N1-methyladenosine,CK10,N2,0.7688,1.0000,0.68
N6-methyladenosine,CK10,N2,0.8824,1.0000,0.87
isopentenyl adenosine,CK10,N2,0.6062,1.0000,1.44
N6-carbamoylthreonyladenosine,CK10,N2,0.2625,1.0000,0.80
2'-deoxyadenosine 5'-monophosphate,CK10,N2,0.9851,1.0000,1.11
N6-succinyladenosine,CK10,N2,0.8133,1.0000,0.98
guanosine 5'-diphosphate (GDP),CK10,N2,0.7828,1.0000,1.74
guanosine 5'-monophosphate (5'-GMP),CK10,N2,0.7574,1.0000,0.99
guanosine 3'-monophosphate (3'-GMP),CK10,N2,0.3556,1.0000,1.78
"guanosine-2',3'-cyclic monophosphate",CK10,N2,0.9311,1.0000,0.98
guanosine,CK10,N2,0.8241,1.0000,0.94
guanine,CK10,N2,0.1035,1.0000,0.44
1-methylguanine,CK10,N2,0.8257,1.0000,0.79
7-methylguanine,CK10,N2,0.3942,1.0000,0.58
7-methylguanosine,CK10,N2,0.3298,1.0000,0.41
N1-methylguanosine,CK10,N2,0.3790,1.0000,0.69
N2-methylguanosine,CK10,N2,0.4377,1.0000,0.69
"N2,N2-dimethylguanosine",CK10,N2,0.8845,1.0000,0.72
"N2,N2-dimethylguanine",CK10,N2,0.6349,1.0000,0.83
8-hydroxyguanine,CK10,N2,0.0272,1.0000,0.05
2'-deoxyguanosine 5'-monophosphate (dGMP),CK10,N2,0.5122,1.0000,0.72
2'-deoxyguanosine,CK10,N2,0.9841,1.0000,0.99
N-carbamoylaspartate,CK10,N2,0.4819,1.0000,0.55
dihydroorotate,CK10,N2,0.7258,1.0000,0.68
orotate,CK10,N2,0.1918,1.0000,0.48
orotidine,CK10,N2,0.5657,1.0000,0.72
uridine 5'-diphosphate (UDP),CK10,N2,0.2775,1.0000,2.17
uridine 5'-monophosphate (UMP),CK10,N2,0.4326,1.0000,1.43
uridine 3'-monophosphate (3'-UMP),CK10,N2,0.2264,1.0000,2.46
"uridine-2',3'-cyclic monophosphate",CK10,N2,0.4641,1.0000,1.85
uridine,CK10,N2,0.8095,1.0000,1.15
uracil,CK10,N2,0.9289,1.0000,0.95
pseudouridine,CK10,N2,0.6745,1.0000,0.69
"5,6-dihydrouridine",CK10,N2,0.7730,1.0000,0.65
2'-O-methyluridine,CK10,N2,0.7289,1.0000,0.80
5-methyluridine (ribothymidine),CK10,N2,0.7676,1.0000,0.79
"5,6-dihydrouracil",CK10,N2,0.9112,1.0000,0.92
2'-deoxyuridine 5'-monophosphate,CK10,N2,0.2242,1.0000,4.53
2'-deoxyuridine,CK10,N2,0.4280,1.0000,2.50
3-ureidopropionate,CK10,N2,0.7620,1.0000,0.79
beta-alanine,CK10,N2,0.5482,1.0000,0.78
3-(3-amino-3-carboxypropyl)uridine*,CK10,N2,0.1888,1.0000,0.78
cytidine diphosphate,CK10,N2,0.2265,1.0000,4.41
cytidine 5'-monophosphate (5'-CMP),CK10,N2,0.6786,1.0000,1.58
cytidine 2' or 3'-monophosphate (2' or 3'-CMP),CK10,N2,0.3678,1.0000,2.88
"cytidine 2',3'-cyclic monophosphate",CK10,N2,0.5423,1.0000,1.41
cytidine,CK10,N2,0.8531,1.0000,1.10
cytosine,CK10,N2,0.7706,1.0000,2.05
3-methylcytidine,CK10,N2,0.9520,1.0000,0.94
5-methylcytidine,CK10,N2,0.6019,1.0000,1.88
2'-deoxycytidine 5'-monophosphate,CK10,N2,0.3324,1.0000,1.68
2'-deoxycytidine,CK10,N2,0.5388,1.0000,1.49
2'-O-methylcytidine,CK10,N2,0.8615,1.0000,0.45
thymidine 5'-monophosphate,CK10,N2,0.7901,1.0000,1.17
thymidine,CK10,N2,0.7942,1.0000,1.11
thymine,CK10,N2,0.8465,1.0000,0.68
"5,6-dihydrothymine",CK10,N2,0.5670,1.0000,0.61
3-aminoisobutyrate,CK10,N2,0.3473,1.0000,0.65
methylphosphate,CK10,N2,0.8260,1.0000,1.17
(3'-5')-adenylylcytidine,CK10,N2,0.6779,1.0000,3.33
(3'-5')-adenylylguanosine*,CK10,N2,0.3044,1.0000,6.16
(3'-5')-adenylyluridine,CK10,N2,0.7789,1.0000,4.49
(3'-5')-adenylyladenosine*,CK10,N2,0.6614,1.0000,2.87
(3'-5')-cytidylyladenosine,CK10,N2,0.6776,1.0000,1.84
(3'-5')-cytidylylcytidine*,CK10,N2,0.8498,1.0000,1.99
(3'-5')-cytidylylguanosine,CK10,N2,0.2768,1.0000,3.44
(3'-5')-cytidylyluridine*,CK10,N2,0.9680,1.0000,2.57
(3'-5')-guanylylcytidine,CK10,N2,0.1753,1.0000,6.12
(3'-5')-guanylyluridine,CK10,N2,0.3593,1.0000,2.46
(3'-5')-uridylylcytidine*,CK10,N2,0.6193,1.0000,2.70
(3'-5')-uridylyluridine,CK10,N2,0.4782,1.0000,2.86
(3'-5')-uridylyladenosine,CK10,N2,0.6041,1.0000,3.36
quinolinate,CK10,N2,0.6492,1.0000,0.72
nicotinate,CK10,N2,0.8989,1.0000,0.96
nicotinate ribonucleoside,CK10,N2,0.5572,1.0000,0.58
nicotinic acid mononucleotide (NaMN),CK10,N2,0.9720,1.0000,1.02
nicotinamide,CK10,N2,0.7928,1.0000,0.92
nicotinamide ribonucleotide (NMN),CK10,N2,0.4401,1.0000,0.43
nicotinamide riboside,CK10,N2,0.6235,1.0000,0.75
nicotinamide adenine dinucleotide (NAD+),CK10,N2,0.9906,1.0000,0.86
6-hydroxynicotinate,CK10,N2,0.6428,1.0000,0.57
trigonelline (N'-methylnicotinate),CK10,N2,0.4283,1.0000,0.70
riboflavin (vitamin B2),CK10,N2,0.8816,1.0000,0.98
flavin adenine dinucleotide (FAD),CK10,N2,0.8593,1.0000,0.95
flavin mononucleotide (FMN),CK10,N2,0.2476,1.0000,0.77
pantoate,CK10,N2,0.5194,1.0000,0.67
pantothenate,CK10,N2,0.1659,1.0000,0.71
pantethine,CK10,N2,0.8781,1.0000,1.47
pantetheine,CK10,N2,0.2466,1.0000,0.78
phosphopantetheine,CK10,N2,0.9392,1.0000,1.09
3'-dephosphocoenzyme A,CK10,N2,0.6982,1.0000,1.32
coenzyme A,CK10,N2,0.8411,1.0000,0.92
ascorbate (vitamin C),CK10,N2,0.6242,1.0000,0.17
dehydroascorbate,CK10,N2,0.4819,1.0000,0.83
threonate,CK10,N2,0.2628,1.0000,0.74
gulonate*,CK10,N2,0.7927,1.0000,0.87
biotin,CK10,N2,0.7854,1.0000,0.98
5-methyltetrahydrofolate (5MeTHF),CK10,N2,0.0305,1.0000,0.16
biopterin,CK10,N2,0.1456,1.0000,0.66
dihydrobiopterin,CK10,N2,0.0976,1.0000,0.56
pterin,CK10,N2,0.7824,1.0000,0.92
xanthopterin,CK10,N2,0.4652,1.0000,0.74
protoporphyrin IX,CK10,N2,0.8218,1.0000,1.42
heme,CK10,N2,0.7256,1.0000,0.48
biliverdin,CK10,N2,0.1685,1.0000,0.63
thiamin (vitamin B1),CK10,N2,0.3809,1.0000,0.62
thiamin monophosphate,CK10,N2,0.5876,1.0000,0.91
thiamin diphosphate,CK10,N2,0.9087,1.0000,0.86
carotene diol (1),CK10,N2,0.6795,1.0000,0.89
pyridoxamine,CK10,N2,0.7684,1.0000,0.91
pyridoxamine phosphate,CK10,N2,0.8394,1.0000,1.14
pyridoxal phosphate,CK10,N2,0.8647,1.0000,0.91
pyridoxal,CK10,N2,0.4289,1.0000,0.78
pyridoxate,CK10,N2,0.3143,1.0000,0.55
benzoate,CK10,N2,0.9785,1.0000,0.98
4-hydroxybenzoate,CK10,N2,0.6918,1.0000,0.81
catechol,CK10,N2,0.5889,1.0000,0.95
anthraniloyl-O-glucose,CK10,N2,0.7323,1.0000,2.94
1-methylxanthine,CK10,N2,0.7715,1.0000,0.98
2-piperidinone,CK10,N2,0.1264,1.0000,6.58
3-dehydroshikimate,CK10,N2,0.9386,1.0000,1.12
"2,3-dihydroxyisovalerate",CK10,N2,0.4068,1.0000,0.63
dipicolinate,CK10,N2,1.0000,1.0000,1.00
2-isopropylmalate,CK10,N2,0.8033,1.0000,0.89
3-formylindole,CK10,N2,0.8647,1.0000,0.87
3-hydroxyindolin-2-one,CK10,N2,0.9475,1.0000,1.04
gluconate,CK10,N2,0.8852,1.0000,0.75
ciliatine (2-aminoethylphosphonate),CK10,N2,0.8539,1.0000,0.85
ergothioneine,CK10,N2,0.6979,1.0000,2.99
erythritol,CK10,N2,0.1812,1.0000,0.53
quinate,CK10,N2,0.3236,1.0000,2.70
histidine betaine (hercynine)*,CK10,N2,0.4894,1.0000,3.52
homostachydrine*,CK10,N2,0.3990,1.0000,0.63
mannonate*,CK10,N2,0.5290,1.0000,1.10
stachydrine,CK10,N2,0.7624,1.0000,0.75
ethyl alpha-glucopyranoside,CK10,N2,1.0000,1.0000,1.00
methyl glucopyranoside (alpha + beta),CK10,N2,0.3756,1.0000,0.29
harmane,CK10,N2,0.6573,1.0000,0.87
2-ketogluconate,CK10,N2,0.5135,1.0000,0.37
"9,10-methylenehexadecanoate**",CK10,N2,0.9063,1.0000,0.99
2-dimethylaminoethanol,CK10,N2,0.7117,1.0000,0.87
3-indoleglyoxylic acid,CK10,N2,0.6560,1.0000,0.86
ethyl beta-glucopyranoside,CK10,N2,1.0000,1.0000,1.00
pyochelin,CK10,N2,0.6713,1.0000,0.76
lactobacillic acid,CK10,N2,0.9735,1.0000,0.92
7-chlorotryptophan,CK10,N2,0.6338,1.0000,1.01
pyrrolnitrin,CK10,N2,0.5682,1.0000,0.64
5-fluorouracil,CK10,N2,0.7775,1.0000,1.57
salicylate,CK10,N2,0.6833,1.0000,1.47
S-carboxymethyl-cysteine,CK10,N2,0.7334,1.0000,0.88
sulfate*,CK10,N2,0.0683,1.0000,0.50
O-sulfo-tyrosine,CK10,N2,0.5021,1.0000,1.26
ectoine,CK10,N2,0.4423,1.0000,1.95
glycerol 2-phosphate,CK10,N2,0.0858,1.0000,1.68
"2,4-di-tert-butylphenol",CK10,N2,0.8100,1.0000,1.07
thioproline,CK10,N2,0.7135,1.0000,1.19
glutamine_degradant*,CK10,N2,0.1381,1.0000,0.57
X-10445,CK10,N2,0.9787,1.0000,1.05
X-11580,CK10,N2,0.7300,1.0000,1.40
X-11612,CK10,N2,0.5816,1.0000,0.76
X-11615,CK10,N2,0.1944,1.0000,0.25
X-11787,CK10,N2,0.8284,1.0000,2.47
X-11795,CK10,N2,0.3492,1.0000,6.34
X-12026,CK10,N2,0.0935,1.0000,0.52
X-12100,CK10,N2,0.7472,1.0000,0.93
X-12101,CK10,N2,0.7142,1.0000,1.29
X-12411,CK10,N2,0.1567,1.0000,0.38
X-12462,CK10,N2,0.9655,1.0000,1.01
X-13507,CK10,N2,0.6580,1.0000,0.45
X-14056,CK10,N2,0.9804,1.0000,1.30
X-14254,CK10,N2,0.5796,1.0000,4.29
X-15161,CK10,N2,0.8407,1.0000,0.81
X-15245,CK10,N2,0.8069,1.0000,0.71
X-15461,CK10,N2,0.9056,1.0000,0.83
X-15520,CK10,N2,0.7910,1.0000,1.03
X-15853,CK10,N2,0.4431,1.0000,4.51
X-16938,CK10,N2,0.6790,1.0000,0.82
X-17009,CK10,N2,0.8355,1.0000,1.10
X-17335,CK10,N2,0.7068,1.0000,0.78
X-17761,CK10,N2,0.6818,1.0000,0.75
X-17877,CK10,N2,0.6428,1.0000,4.04
X-18278,CK10,N2,0.3933,1.0000,13.24
X-20100,CK10,N2,0.5125,1.0000,5.11
X-20172,CK10,N2,0.5816,1.0000,5.15
X-20716,CK10,N2,0.7002,1.0000,1.57
X-20747,CK10,N2,0.6952,1.0000,6.39
X-21353,CK10,N2,0.6418,1.0000,0.79
X-21607,CK10,N2,0.9758,1.0000,0.96
X-21796,CK10,N2,0.7398,1.0000,1.15
X-22062,CK10,N2,0.5016,1.0000,3.35
X-22776,CK10,N2,0.5325,1.0000,0.64
X-23109,CK10,N2,0.6705,1.0000,1.61
X-23587,CK10,N2,0.3137,1.0000,0.64
X-23593,CK10,N2,0.9418,1.0000,0.77
X-23639,CK10,N2,0.6212,1.0000,2.12
X-23648,CK10,N2,0.6053,1.0000,6.74
X-23654,CK10,N2,0.2948,1.0000,0.44
X-23662,CK10,N2,0.8901,1.0000,0.77
X-23672,CK10,N2,0.8698,1.0000,0.80
X-23739,CK10,N2,0.9790,1.0000,1.05
X-24243,CK10,N2,0.9718,1.0000,1.06
X-24425,CK10,N2,0.9477,1.0000,0.91
X-24456,CK10,N2,0.9133,1.0000,1.04
X-24608,CK10,N2,0.6311,1.0000,0.95
X-24697,CK10,N2,0.7370,1.0000,0.91
X-24728,CK10,N2,0.7108,1.0000,0.86
X-24729,CK10,N2,0.6570,1.0000,3.83
X-24807,CK10,N2,0.2168,1.0000,0.76
X-25004,CK10,N2,0.9501,1.0000,0.96
X-25009,CK10,N2,0.9079,1.0000,0.95
X-25026,CK10,N2,0.8234,1.0000,0.91
X-25080,CK10,N2,0.3824,1.0000,2.11
X-25102,CK10,N2,0.8840,1.0000,0.87
X-25109,CK10,N2,0.4676,1.0000,0.63
X-25111,CK10,N2,0.9883,1.0000,1.03
X-25180,CK10,N2,0.6159,1.0000,0.44
X-25551,CK10,N2,0.6101,1.0000,2.96
X-25563,CK10,N2,0.4766,1.0000,2.40
X-25594,CK10,N2,0.2777,1.0000,0.63
X-25837,CK10,N2,0.3471,1.0000,3.26
X-25936,CK10,N2,0.4000,1.0000,0.61
X-25940,CK10,N2,0.7228,1.0000,0.73
X-25948,CK10,N2,0.3549,1.0000,0.69
X-25955,CK10,N2,0.4145,1.0000,0.65
X-25984,CK10,N2,0.3674,1.0000,1.44
X-26008,CK10,N2,0.8429,1.0000,1.07
X-26094,CK10,N2,0.5502,1.0000,1.32
X-26095,CK10,N2,0.7643,1.0000,0.65
X-26127,CK10,N2,0.6205,1.0000,0.93
glycine,CL2355,N2,0.7266,1.0000,1.06
N-acetylglycine,CL2355,N2,0.5023,1.0000,0.76
sarcosine,CL2355,N2,0.4374,1.0000,0.75
dimethylglycine,CL2355,N2,0.2947,1.0000,0.66
betaine,CL2355,N2,0.9524,1.0000,1.12
betaine aldehyde,CL2355,N2,0.2478,1.0000,0.53
serine,CL2355,N2,0.4697,1.0000,1.36
N-acetylserine,CL2355,N2,0.7422,1.0000,0.88
3-phosphoserine,CL2355,N2,0.0931,1.0000,2.33
threonine,CL2355,N2,0.4466,1.0000,0.80
N-acetylthreonine,CL2355,N2,0.5497,1.0000,0.71
O-acetylhomoserine,CL2355,N2,0.5316,1.0000,0.83
homoserine lactone,CL2355,N2,0.6799,1.0000,1.06
alanine,CL2355,N2,0.5794,1.0000,0.88
N-acetylalanine,CL2355,N2,0.5537,1.0000,0.75
aspartate,CL2355,N2,0.4324,1.0000,1.40
N-acetylaspartate (NAA),CL2355,N2,0.7310,1.0000,1.18
asparagine,CL2355,N2,0.2713,1.0000,5.76
N-acetylasparagine,CL2355,N2,0.7731,1.0000,1.10
glutamate,CL2355,N2,0.8913,1.0000,0.93
glutamine,CL2355,N2,0.6144,1.0000,1.84
alpha-ketoglutaramate*,CL2355,N2,0.6329,1.0000,1.35
N-acetylglutamate,CL2355,N2,0.1727,1.0000,0.50
N-acetylglutamine,CL2355,N2,0.7397,1.0000,0.74
4-hydroxyglutamate,CL2355,N2,0.8827,1.0000,1.53
"glutamate, gamma-methyl ester",CL2355,N2,0.9518,1.0000,0.70
S-1-pyrroline-5-carboxylate,CL2355,N2,0.5201,1.0000,0.58
propionylglutamine,CL2355,N2,0.6997,1.0000,0.81
histidine,CL2355,N2,0.7883,1.0000,0.90
1-methylhistidine,CL2355,N2,0.4892,1.0000,1.30
3-methylhistidine,CL2355,N2,0.3888,1.0000,1.25
N-acetylhistidine,CL2355,N2,0.8081,1.0000,0.89
N-acetyl-3-methylhistidine*,CL2355,N2,0.6983,1.0000,0.77
N-acetyl-1-methylhistidine*,CL2355,N2,0.6091,1.0000,1.05
trans-urocanate,CL2355,N2,0.8398,1.0000,0.97
cis-urocanate,CL2355,N2,0.7545,1.0000,1.03
imidazole propionate,CL2355,N2,0.7749,1.0000,1.06
formiminoglutamate,CL2355,N2,0.7911,1.0000,1.08
imidazole lactate,CL2355,N2,0.0387,1.0000,0.50
1-methyl-5-imidazoleacetate,CL2355,N2,0.3152,1.0000,0.65
1-ribosyl-imidazoleacetate*,CL2355,N2,1.0000,1.0000,1.00
4-imidazoleacetate,CL2355,N2,0.5939,1.0000,0.84
N-acetylhistamine,CL2355,N2,0.1470,1.0000,2.07
histidine methyl ester,CL2355,N2,0.2749,1.0000,0.59
lysine,CL2355,N2,0.7751,1.0000,7.19
N2-acetyllysine,CL2355,N2,0.8640,1.0000,1.10
N6-acetyllysine,CL2355,N2,0.9561,1.0000,1.04
"N2,N6-diacetyllysine",CL2355,N2,0.8142,1.0000,0.82
N6-methyllysine,CL2355,N2,0.5147,1.0000,0.49
"N6,N6,N6-trimethyllysine",CL2355,N2,0.9472,1.0000,1.02
"hydroxy-N6,N6,N6-trimethyllysine*",CL2355,N2,0.1124,1.0000,1.48
5-hydroxylysine,CL2355,N2,0.9753,1.0000,1.16
fructosyllysine,CL2355,N2,0.9318,1.0000,1.08
saccharopine,CL2355,N2,0.6638,1.0000,0.85
2-aminoadipate,CL2355,N2,0.8062,1.0000,0.84
2-oxoadipate,CL2355,N2,0.9550,1.0000,0.50
pipecolate,CL2355,N2,0.8500,1.0000,1.11
6-oxopiperidine-2-carboxylate,CL2355,N2,0.8508,1.0000,1.08
cadaverine,CL2355,N2,0.4390,1.0000,0.73
N-acetyl-cadaverine,CL2355,N2,0.6496,1.0000,1.54
5-aminovalerate,CL2355,N2,0.7107,1.0000,1.38
"N,N,N-trimethyl-5-aminovalerate",CL2355,N2,0.2953,1.0000,0.39
phenylalanine,CL2355,N2,0.9666,1.0000,1.02
N-acetylphenylalanine,CL2355,N2,0.8877,1.0000,0.93
phenylpyruvate,CL2355,N2,0.5078,1.0000,0.45
phenyllactate (PLA),CL2355,N2,0.2321,1.0000,0.45
phenethylamine,CL2355,N2,0.6828,1.0000,0.79
phenylacetate,CL2355,N2,0.5120,1.0000,0.68
2-hydroxyphenylacetate,CL2355,N2,0.6007,1.0000,0.75
4-hydroxyphenylacetate,CL2355,N2,0.5405,1.0000,0.73
