CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM
100001293,400,33946,156044,Amino Acid,Histidine Metabolism,73,NAMED,KBOJOGQFRVVWBH-ZETCQYMHSA-N,OC([C@@H](NC(C)=O)CC1=CNC=N1)=O,N-acetylhistidine,N-acetylhistidine,39145-52-3,68142,HMDB0032055,C02997,75619,Pos Early
100001294,400,33949,156047,Peptide,Gamma-glutamyl Amino Acid,636,NAMED,ACIJGUBIMXQCMF-BYPYZUCNSA-N,O=C(O)[C@@H](N)CCC(NCC(O)=O)=O,gamma-glutamylglycine,gamma-glutamylglycine,1948-29-4,145071,HMDB0011667,,100099,Pos Early
100001296,400,34384,156088,Xenobiotics,Food Component/Plant,5065,NAMED,CMUNUTVVOOHQPW-LURJTMIESA-N,C[N+]1(C)[C@H]([C@@]([O-])=O)CCC1,stachydrine,stachydrine,4136-37-2,103115,HMDB0004827,C10172,115244,Pos Early
100001300,305,46537,146562,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",424,NAMED,NGEWQZIDQIYUNV-UHFFFAOYSA-N,OC(C(O)=O)C(C)C,alpha-hydroxyisovalerate,alpha-hydroxyisovalerate,600-37-3,90190,HMDB0000407,,99823,Polar
100001310,400,33013,155997,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4308,NAMED,BUCXGWMZJBKEMD-UHFFFAOYSA-N,NC(C1=C[N+](C2C(C(C(C[O-])O2)O)O)=CC=C1)=O,nicotinamide riboside,nicotinamide riboside,1341-23-7,,HMDB0000855,C03150,439924,Pos Early
100001311,400,34592,156127,Amino Acid,Glutathione Metabolism,584,NAMED,JCMUOFQHZLPHQP-UHFFFAOYSA-N,O=C(NC(CC)C(NCC(O)=O)=O)CCC(C(O)=O)N,ophthalmate,ophthalmate,495-27-2,7993181,HMDB0005765,,7018721,Pos Early
100001313,400,44872,157084,Peptide,Gamma-glutamyl Amino Acid,642,NAMED,RQNSKRXMANOPQY-BQBZGAKWSA-N,O=C(O)[C@H](CCSC)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylmethionine,gamma-glutamylmethionine,17663-87-5,5373147,HMDB0029155,,7009567,Pos Early
100001314,400,33364,156009,Peptide,Gamma-glutamyl Amino Acid,644,NAMED,GWNXFCYUJXASDX-JUZNGCLZSA-N,CC(O)[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylthreonine,gamma-glutamylthreonine,5652-48-2,21403107,HMDB0029159,,76078708,Pos Early
100001316,400,33471,156023,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4303,NAMED,PUEDDPCUCPRQNY-ZYUZMQFOSA-N,O[C@H]([C@@H]1O)[C@@H](O[C@@H]1CO)[N@+]2=CC(C([O-])=O)=CC=C2,nicotinate ribonucleoside,nicotinate ribonucleoside,2625-49-2,141635,HMDB0006809,C05841,161233,Pos Early
100001318,305,62979,221604,Xenobiotics,Drug - Antineoplastic,5602,NAMED,GHASVSINZRGABV-UHFFFAOYSA-N,O=C(NC=C1F)NC1=O,5-fluorouracil,5-fluorouracil,51-21-8,3268,HMDB0014684,"C07649,D00584",3385,Polar
100001320,305,42420,148204,Carbohydrate,Aminosugar Metabolism,1432,NAMED,JPIJQSOTBSSVTP-PWNYCUMCSA-N,OC[C@@H](O)[C@@H](O)C(O)=O,erythronate*,erythronate*,88759-55-1,2061231,HMDB0000613,,2781043,Polar
100001335,209,33587,143715,Lipid,Long Chain Monounsaturated Fatty Acid,1544,NAMED,BITHHVVYSMSWAG-KTKRTIGZSA-N,O=C(O)CCCCCCCCC/C=C\CCCCCCCC,eicosenoate (20:1),eicosenoate (20:1n9 or 1n11),,4445895,"HMDB0002231,HMDB0062436",C16526,"5282768,5282769,94159",Neg
100001337,209,34035,143703,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1570,NAMED,DTOSIQBPPRVQHS-PDBXOOCHSA-N,O=C(O)CCCCCCC/C=C\C/C=C\C/C=C\CC,linolenate [alpha or gamma; (18:3n3 or 6)],linolenate (18:3n3 or 3n6),,4444437,"HMDB0003073,HMDB0001388","C06426,C06427","5280933,5280934",Neg
100001359,305,46173,155011,Energy,TCA Cycle,1442,NAMED,,,aconitate [cis or trans],aconitate [cis or trans],,,"HMDB0000958,HMDB000072","C004174,C02341","444212,643757",Polar
100001386,402,41754,159409,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4408,NAMED,GGIDWJQWCUJYRY-UHFFFAOYSA-K,CC1=C(CCC(O)=O)C(/C=C(C(CCC([O-])=O)=C/2C)\[N-]C2=C/C3=N/C(C(C=C)=C3C)=C\4)=N/C1=C\C(N([Fe+2])C4=C5C)=C5C=C,heme,heme,14875-96-8,,HMDB0003178,C00032,26945,Pos Late
100001391,402,34409,158657,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1867,NAMED,FNPHNLNTJNMAEE-HSZRJFAPSA-N,[O-]C(C[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O,stearoylcarnitine (C18),stearoylcarnitine (C18),18822-91-8,21233653,HMDB0000848,,3006797,Pos Late
100001393,400,34407,156109,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",354,NAMED,IGQBPDJNUXPEMT-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CC(C)C)=O)=O,isovalerylcarnitine (C5),isovalerylcarnitine (C5),31023-24-2,4932271,HMDB0000688,C20826,169235,Pos Early
100001395,402,34419,158662,Lipid,Lysophospholipid,2617,NAMED,SPJFYYJXNPEZDW-UTJQPWESSA-N,O=P(OCC(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([O-])OCC[N+](C)(C)C,1-linoleoyl-GPC (18:2),1-linoleoyl-GPC (18:2),,10160888,HMDB0010386,C04100,11988421,Pos Late
100001405,209,34389,126906,Xenobiotics,Xanthine Metabolism,4601,NAMED,MVOYJPOZRLFTCP-UHFFFAOYSA-N,O=C(N1C)NC2=C(NC=N2)C1=O,1-methylxanthine,1-methylxanthine,6136-37-4,72464,HMDB0010738,C16358,80220,Neg
100001407,305,34410,146954,Lipid,Phospholipid Metabolism,2240,NAMED,WVIMUEUQJFPNDK-UHFFFAOYSA-N,OC1C(N(C=CC(N)=N2)C2=O)OC(COP(OP(OCCN)(O)=O)(O)=O)C1O,cytidine-5'-diphosphoethanolamine,CDP-ethanolamine,72842-05-8,287,HMDB0001564,C00570,123727,Polar
100001412,400,35137,156155,Nucleotide,"Purine Metabolism, Guanine containing",4193,NAMED,RSPURTUNRHNVGF-IOSLPCCCSA-N,O=C1C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)=C2N=C(N(C)C)N1,"N2,N2-dimethylguanosine","N2,N2-dimethylguanosine",2140-67-2,83878,HMDB0004824,,135501639,Pos Early
100001415,209,35157,126974,Nucleotide,"Purine Metabolism, Adenine containing",4165,NAMED,UNUYMBPXEFMLNW-HZPYULPISA-N,OC(C)C(C(O)=O)NC(NC1=NC=NC2=C1N=CN2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)=O,N6-carbamoylthreonyladenosine,N6-carbamoylthreonyladenosine,24719-82-2,141829,HMDB0041623,,161466,Neg
100001416,305,35172,147813,Nucleotide,"Pyrimidine Metabolism, Orotate containing",4210,NAMED,FKCRAVPPBFWEJD-XVFCMESISA-N,O=C(C=C(C(O)=O)N1[C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)NC1=O,orotidine,orotidine,314-50-1,83729,HMDB0000788,,92751,Polar
100001417,209,35126,126960,Peptide,Acetylated Peptides,1187,NAMED,JFLIEFSWGNOPJJ-JTQLQIEISA-N,O=C(CC1=CC=CC=C1)N[C@@H](CCC(N)=O)C(O)=O,phenylacetylglutamine,phenylacetylglutamine,28047-15-6,270643,HMDB0006344,C04148,92258,Neg
100001425,209,61833,218435,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4223,NAMED,ZPTBLXKRQACLCR-XVFCMESISA-N,OC[C@H]1O[C@@H](N2CCC(NC2=O)=O)[C@@H]([C@@H]1O)O,"5,6-dihydrouridine","5,6-dihydrouridine",5627-05-4,85115,HMDB0000497,,94312,Neg
100001426,209,62924,220780,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4245,NAMED,YXNIEZJFCGTDKV-UHFFFAOYSA-N,OCC1C(O)C(O)C(N2C=CC(N(CCC(C(O)=O)N)C2=O)=O)O1,3-(3-amino-3-carboxypropyl)uridine*,3-(3-amino-3-carboxypropyl)uridine*,52745-94-5,149669,,,171198,Neg
100001429,209,34391,152504,Lipid,Monoacylglycerol,2854,NAMED,SVUQHVRAGMNPLW-UHFFFAOYSA-N,OCC(O)COC(CCCCCCCCCCCCCCCC)=O,1-margaroylglycerol (17:0),1-margaroylglycerol (17:0),68002-72-2,96316,,,107036,Neg
100001431,209,47898,151551,Lipid,Monoacylglycerol,2851,NAMED,QSKPZDMBULYMDQ-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCC)OCC(O)CO,1-pentadecanoylglycerol (15:0),1-pentadecanoylglycerol (15:0),104140-07-0,165667,,,190750,Neg
100001433,209,34397,126918,Lipid,Monoacylglycerol,2863,NAMED,DCPCOKIYJYGMDN-DOFZRALJSA-N,O=C(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OCC(O)CO,1-arachidonylglycerol (20:4),1-arachidonylglycerol (20:4),35474-99-8,4445452,HMDB11578,C13857,"16019980,5282281",Neg
100001435,209,34393,126910,Lipid,Monoacylglycerol,2858,NAMED,XQBHBEXBUZDCRY-QNEBEIHSSA-N,O=C(OCC(O)CO)CCCC\C=C/C\C=C/C\C=C/CCCCC,1-linolenoylglycerol (18:3),1-linolenoylglycerol (18:3),124151-74-2,21403134,HMDB0011569,,53480978,Neg
100001437,400,35159,161190,Amino Acid,Glutathione Metabolism,573,NAMED,BNRXZEPOHPEEAS-UHFFFAOYSA-N,NC(C(O)=O)CCC(NC(CSSCC(N)C(O)=O)C(NCC(O)=O)=O)=O,cysteine-glutathione disulfide,cysteine-glutathione disulfide,13081-14-6,3455404,HMDB0000656,R00900,3080690,Pos Early
100001446,209,35136,128207,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4225,NAMED,DWRXFEITVBNRMK-JXOAFFINSA-N,O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1N(C=C2C)C(NC2=O)=O,5-methyluridine (ribothymidine),5-methyluridine (ribothymidine),1463-10-1,393058,HMDB0000884,,445408,Neg
100001449,209,35142,126972,Nucleotide,"Purine Metabolism, Adenine containing",4141,NAMED,LNQVTSROQXJCDD-KQYNXXCUSA-N,NC1=NC=NC2=C1N=CN2[C@@]([C@@]([C@@]3(OP(O)(O)=O)[H])(O)[H])(O[C@](CO)3[H])[H],adenosine 3'-monophosphate (3'-AMP),3'-AMP,84-21-9,10463793,HMDB0003540,C01267,41211,Neg
100001452,209,35107,126956,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",353,NAMED,ZRQXMKMBBMNNQC-UHFFFAOYSA-N,O=C(O)CNC(CC(C)C)=O,isovalerylglycine,isovalerylglycine,16284-60-9,475516,HMDB00678,,546304,Neg
100001456,209,35114,126958,Nucleotide,"Purine Metabolism, Guanine containing",4187,NAMED,FZWGECJQACGGTI-UHFFFAOYSA-N,O=C1C(N2C)=C(N=C2)N=C(N)N1,7-methylguanine,7-methylguanine,578-76-7,10883,HMDB0000897,C02242,135398679,Neg
100001461,402,42398,159466,Lipid,Lysophospholipid,2670,NAMED,BBYWOYAFBUOUFP-JOCHJYFZSA-N,O=P(OCC[NH3+])([O-])OC[C@H](O)COC(CCCCCCCCCCCCCCCCC)=O,1-stearoyl-GPE (18:0),1-stearoyl-GPE (18:0),69747-55-3,7826018,HMDB0011130,,9547068,Pos Late
100001462,209,34437,126952,Lipid,Lysophospholipid,2712,NAMED,HFJVKBVEKQHVTO-OZAIVSQSSA-N,O=P(OCC(O)CO)(O)OC[C@H](O)COC(CCCCCCCCCCCCCCCCC)=O,1-stearoyl-GPG (18:0),1-stearoyl-GPG (18:0),,21403138,,,,Neg
100001466,400,35132,156151,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4255,NAMED,RDPUKVRQKWBSPK-ZOQUXTDFSA-N,O[C@]([C@@]1(O)[H])([C@](O[C@](CO)1[H])([H])N2C=CC(N(C)C2=O)=N)[H],3-methylcytidine,3-methylcytidine,21028-20-6,9164190,HMDB0240577,,14237477,Pos Early
100001467,209,35133,126968,Nucleotide,"Purine Metabolism, Guanine containing",4192,NAMED,SLEHROROQDYRAW-KQYNXXCUSA-N,O=C1C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)=C2N=C(NC)N1,N2-methylguanosine,N2-methylguanosine,2140-77-4,2299669,HMDB0005862,,135501934,Neg
100001483,209,35103,151003,Lipid,Monoacylglycerol,2885,NAMED,QRBGFYBOCBYOSN-HZJYTTRNSA-N,O=C(OCC(O)CO)CCCCCCCCC\C=C/C/C=C\CCCCC,1-dihomo-linoleoylglycerol (20:2),1-dihomo-linoleoylglycerol (20:2),,21403143,,,,Neg
100001485,400,34456,156123,Peptide,Gamma-glutamyl Amino Acid,638,NAMED,SNCKGJWJABDZHI-SIPWABPFSA-N,CCC(C)[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylisoleucine*,gamma-glutamylisoleucine*,,21403145,HMDB0011170,,22885096,Pos Early
100001492,400,35158,156162,Carbohydrate,Aminosugar Metabolism,1409,NAMED,CDOJPCSDOXYJJF-CBTAGEKQSA-N,O[C@@H]([C@@H]1O)[C@@H](NC(C)=O)[C@@H](O[C@@H]1CO)O[C@@H]([C@H](O)[C@H]2NC(C)=O)[C@@H](CO)OC2O,diacetylchitobiose,diacetylchitobiose,35061-50-8,21403149,HMDB0003556,C01674,439544,Pos Early
100001495,400,57555,211534,Cofactors and Vitamins,Pantothenate and CoA Metabolism,4339,NAMED,ZNXZGRMVNNHPCA-VIFPVBQESA-N,O=C(NCCC(NCCS)=O)[C@H](O)C(C)(C)CO,pantetheine,pantetheine,496-65-1,388453,HMDB0003426,C00831,439322,Pos Early
100001501,402,35160,158710,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1887,NAMED,IPOLTUVFXFHAHI-WHIOSMTNSA-N,[O-]C(C[C@@H](OC(CCCCCCC/C=C\CCCCCCCC)=O)C[N+](C)(C)C)=O,oleoylcarnitine (C18:1),oleoylcarnitine (C18:1),38677-66-6,21403150,HMDB0005065,,6441392,Pos Late
100001506,209,35129,128203,Cofactors and Vitamins,Tetrahydrobiopterin Metabolism,4392,NAMED,ZHQJVZLJDXWFFX-UHFFFAOYSA-N,O=C1C(C(NC2)=NC(N)=N1)=NC2C(O)C(O)C,dihydrobiopterin,dihydrobiopterin,6779-87-9,1808,HMDB0000038,C00268,135402011,Neg
100001507,400,34585,156126,Lipid,"Fatty Acid, Monohydroxy",1958,NAMED,SJZRECIVHVDYJC-UHFFFAOYSA-N,OC(CCCO)=O,4-hydroxybutyrate (GHB),4-hydroxybutyrate (GHB),502-85-2,9984,HMDB0000710,C00989,10413,Pos Early
100001509,400,45095,157090,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",397,NAMED,IHCPDBBYTYJYIL-UHFFFAOYSA-N,CCC(C)C(OC(CC([O-])=O)C[N+](C)(C)C)=O,2-methylbutyrylcarnitine (C5),2-methylbutyrylcarnitine (C5),31023-25-3,4932320,HMDB0000378,,6426901,Pos Early
100001511,402,33230,158553,Lipid,Lysophospholipid,2603,NAMED,LFUDDCMNKWEORN-KHPPLWFESA-N,O=P(OCC[N+](C)(C)C)([O-])OCC(O)COC(CCCCCCC/C=C\CCCCCC)=O,1-palmitoleoyl-GPC (16:1)*,1-palmitoleoyl-GPC* (16:1)*,,21403152,HMDB0010383,,24779461,Pos Late
100001540,400,46225,157124,Partially Characterized Molecules,Partially Characterized Molecules,6454,NAMED,NPWMTBZSRRLQNJ-UHFFFAOYSA-N,O=C(CCC1N)NC1=O,glutamine_degradant*,glutamine_degradant*,2353-44-8,,,,,Pos Early
100001541,209,36746,128281,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",395,NAMED,RILPIWOPNGRASR-UHFFFAOYSA-N,O=C(C(C(CC)C)O)O,2-hydroxy-3-methylvalerate,2-hydroxy-3-methylvalerate,488-15-3,144317,HMDB0000317,,164623,Neg
100001546,400,35662,156220,Nucleotide,"Purine Metabolism, Guanine containing",4199,NAMED,LTFMZDNNPPEQNG-UHFFFAOYSA-N,OP(OCC1OC(N2C3=C(C(NC(N)=N3)=O)N=C2)CC1O)(O)=O,2'-deoxyguanosine 5'-monophosphate (dGMP),2'-deoxyguanosine 5'-monophosphate (dGMP),902-04-5,625,HMDB0001044,C00362,135398597,Pos Early
100001550,400,33009,155996,Xenobiotics,Food Component/Plant,4934,NAMED,XULZWQRXYTVUTE-ZETCQYMHSA-N,C[N+]1(C)[C@@H](CCCC1)[C@]([O-])=O,homostachydrine*,homostachydrine*,1195-94-4,390180,HMDB0033433,C08283,441447,Pos Early
100001551,402,33228,158552,Lipid,Lysophospholipid,2636,NAMED,LAXQYRRMGGEGOH-JXRLJXCWSA-N,C[N+](C)(C)CCOP(OC[C@@](O)([H])COC(CCC\C=C/C\C=C/C/C=C\C/C=C\CCCCC)=O)([O-])=O,1-arachidonoyl-GPC (20:4n6)*,1-arachidonoyl-GPC* (20:4)*,,21403155,HMDB0010395,C05208,24779476,Pos Late
100001567,402,35631,158748,Lipid,Lysophospholipid,2663,NAMED,YVYMBNSKXOXSKW-HXUWFJFHSA-N,O=P(OCC[NH3+])([O-])OC[C@H](O)COC(CCCCCCCCCCCCCCC)=O,1-palmitoyl-GPE (16:0),1-palmitoyl-GPE (16:0),53862-35-4,7826019,HMDB0011503,,9547069,Pos Late
100001569,209,35628,128239,Lipid,Lysophospholipid,2672,NAMED,PYVRVRFVLRNJLY-MZMPXXGTSA-N,O=P(OCC[NH3+])([O-])OC[C@H](O)COC(CCCCCCC\C=C/CCCCCCCC)=O,1-oleoyl-GPE (18:1),1-oleoyl-GPE (18:1),89576-29-4,7826021,HMDB0011506,,9547071,Neg
100001570,209,32635,142533,Lipid,Lysophospholipid,2674,NAMED,DBHKHNGBVGWQJE-HZJYTTRNSA-N,O=P(OCC(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(O)OCCN,1-linoleoyl-GPE (18:2)*,1-linoleoyl-GPE (18:2)*,,21403170,HMDB0011507,,52925130,Neg
100001571,305,52486,165177,Lipid,Lysophospholipid,2687,NAMED,ROPRRXYVXLDXQO-XSQXPFHXSA-N,NCCOP(OC[C@@](O)([H])COC(CCC\C=C/C\C=C/C/C=C\C/C=C\CCCCC)=O)(O)=O,1-arachidonoyl-GPE (20:4n6)*,1-arachidonoyl-GPE (20:4n6)*,,21403171,HMDB0011517,,42607465,Polar
100001586,305,46957,148205,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4358,NAMED,RGHNJXZEOKUKBD-NRXMZTRTSA-N,OC([C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO)=O,gulonate*,gulonate*,20246-53-1,7969943,HMDB0003290,C00800,152304,Polar
100001594,400,35433,156184,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",364,NAMED,IGLHHSKNBDXCEY-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CC(O)(C)C)=O)=O,beta-hydroxyisovaleroylcarnitine,beta-hydroxyisovaleroylcarnitine,99159-87-2,21403176,,,,Pos Early
100001597,400,35428,156182,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",400,NAMED,WURBQCVBQNMUQT-RMKNXTFCSA-N,[O-]C(CC(C[N+](C)(C)C)OC(/C(C)=C/C)=O)=O,tiglylcarnitine (C5:1-DC),tiglyl carnitine (C5),64191-86-2,17216200,HMDB0002366,,22833596,Pos Early
100001613,209,35669,128271,Lipid,"Fatty Acid, Dicarboxylate",1692,NAMED,HQHCYKULIHKCEB-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCC(O)=O,tetradecanedioate (C14-DC),tetradecanedioate (C14),821-38-5,12630,HMDB0000872,,13185,Neg
100001614,209,35678,128277,Lipid,"Fatty Acid, Dicarboxylate",1696,NAMED,QQHJDPROMQRDLA-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCC(O)=O,hexadecanedioate (C16-DC),hexadecanedioate (C16),505-54-4,10027,HMDB0000672,C19615,10459,Neg
100001615,209,36754,128289,Lipid,"Fatty Acid, Dicarboxylate",1699,NAMED,BNJOQKFENDDGSC-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCCC(O)=O,octadecanedioate (C18-DC),octadecanedioate (C18),871-70-5,63283,HMDB0000782,,70095,Neg
100001618,209,35625,128233,Lipid,Monoacylglycerol,2849,NAMED,DCBSHORRWZKAKO-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCC)OCC(O)CO,1-myristoylglycerol (14:0),1-myristoylglycerol (14:0),75685-84-6,71382,HMDB0011561,C01885,10957631,Neg
100001619,305,48857,160476,Lipid,Glycerolipid Metabolism,2848,NAMED,LLCSXHMJULHSJN-UHFFFAOYSA-N,OC(CO)COP(O)(OCC(CO)O)=O,glycerophosphoglycerol,glycerophosphoglycerol,,388990,HMDB0240316,C03274,54575349,Polar
100001620,305,37455,146982,Lipid,Phospholipid Metabolism,2241,NAMED,JZNWSCPGTDBMEW-UHFFFAOYSA-N,O=P(OCCN)(O)OCC(CO)O,glycerophosphoethanolamine,glycerophosphoethanolamine,33049-08-0,110410,HMDB0000114,C01233,123874,Polar
100001621,305,47155,148603,Lipid,Phospholipid Metabolism,2243,NAMED,BMVUIWJCUQSHLZ-GFSNQTMESA-N,[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(CO)O)=O)([C@]1(O)[H])[H])O,glycerophosphoinositol*,glycerophosphoinositol*,16824-65-0,,,,167572,Polar
100001628,400,35649,156210,Carbohydrate,Pentose Phosphate Pathway,1257,NAMED,JDTUMPKOJBQPKX-UHFFFAOYSA-N,OP(OCC(C(C(C(C(CO)=O)O)O)O)O)(O)=O,sedoheptulose-7-phosphate,sedoheptulose-7-phosphate,2646-35-7,596,HMDB0001068,C05382,616,Pos Early
100001630,400,42562,156924,Xenobiotics,Food Component/Plant,5215,NAMED,UEEJHVSXFDXPFK-UHFFFAOYSA-N,CN(C)CCO,2-dimethylaminoethanol,2-dimethylaminoethanol,108-01-0,13854944,HMDB0032231,C04308,7902,Pos Early
100001635,400,35651,156211,Xenobiotics,Chemical,6156,NAMED,WQXNXVUDBPYKBA-YFKPBYRVSA-N,O=[C@](O)[C@H]1N=C(C)NCC1,ectoine,ectoine,96702-03-3,112069,HMDB0240650,C06231,126041,Pos Early
100001645,305,35660,148004,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",482,NAMED,BXRLWGXPSRYJDZ-UHFFFAOYSA-N,N#CCC(N)C(O)=O,cyano-alanine,cyano-alanine,6232-19-5,12950,,C02512,13538,Polar
100001662,400,36747,156251,Lipid,Carnitine Metabolism,1932,NAMED,JHPNVNIEXXLNTR-UHFFFAOYSA-N,C[N+](C)(C)CCCC([O-])=O,deoxycarnitine,deoxycarnitine,6249-56-5,705,HMDB0001161,C01181,22620,Pos Early
100001664,209,48130,151119,Nucleotide,"Purine Metabolism, Adenine containing",4175,NAMED,VKGZCEJTCKHMRL-UHFFFAOYSA-N,OCC(O1)C(O)C(O)C1N2C=NC3=C(NC(CC(O)=O)C(O)=O)N=CN=C32,N6-succinyladenosine,N6-succinyladenosine,4542-23-8,,HMDB0000912,,165243,Neg
100001668,400,61868,218616,Amino Acid,Histidine Metabolism,96,NAMED,AHPWEWASPTZMEK-UHFFFAOYSA-N,OCC(O1)C(O)C(O)C1N2C=NC(CC(O)=O)=C2,1-ribosyl-imidazoleacetate*,1-ribosyl-imidazoleacetate*,29605-99-0,4292299,HMDB0002331,C05131,440569,Pos Early
100001679,305,36764,213877,Xenobiotics,Food Component/Plant,4696,NAMED,SLWWJZMPHJJOPH-UHFFFAOYSA-N,O=C(C1=CC(C(C(O)C1)O)=O)O,3-dehydroshikimate,3-dehydroshikimate,2922-42-1,79,,C02637,439774,Polar
100001694,209,36815,128305,Nucleotide,"Purine Metabolism, Adenine containing",4142,NAMED,QDFHPFSBQFLLSW-KQYNXXCUSA-N,NC1=NC=NC2=C1N=CN2[C@@]3([H])[C@@](OP(O)(O)=O)([H])[C@@](O)([H])[C@](CO)([H])O3,adenosine 2'-monophosphate (2'-AMP),2'-AMP,130-49-4,,HMDB0011617,C00946,94136,Neg
100001721,209,36751,128285,Amino Acid,Lysine Metabolism,106,NAMED,VEYYWZRYIYDQJM-ZETCQYMHSA-N,OC([C@H](CCCCN)NC(C)=O)=O,N2-acetyllysine,N2-acetyllysine,1946-82-3,83869,HMDB0000446,C12989,92907,Neg
100001734,209,36752,128287,Amino Acid,Lysine Metabolism,107,NAMED,DTERQYGMUDWYAZ-ZETCQYMHSA-N,N[C@@H](CCCCNC(C)=O)C(O)=O,N6-acetyllysine,N6-acetyllysine,692-04-6,83801,HMDB0000206,C02727,92832,Neg
100001739,209,35718,143707,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1573,NAMED,AHANXAKGNAKFSK-PDBXOOCHSA-N,CC\C=C/C\C=C/C\C=C/CCCCCCCCCC(O)=O,dihomo-linolenate (20:3n3 or n6),dihomolinolenate (20:3n3 or 3n6),17046-59-2,4471954,HMDB0002925,C03242,5280581,Neg
100001740,305,46142,146560,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1352,NAMED,FBPFZTCFMRRESA-UHFFFAOYSA-N,OCC(O)C(O)C(O)C(O)CO,mannitol/sorbitol,mannitol/sorbitol,,440,"HMDB0000247,HMDB0000765","C00392,C00794","5780,6251",Polar
100001768,400,36713,156246,Carbohydrate,Advanced Glycation End-product,1436,NAMED,NUXSIDPKKIEIMI-UHFFFAOYSA-N,OC(CNCCCCC(C(O)=O)N)=O,N6-carboxymethyllysine,N6-carboxymethyllysine,5746-04-3,11217184,HMDB0240347,,123800,Pos Early
100001777,209,36602,146821,Lipid,Lysophospholipid,2724,NAMED,UGDOFRYHDCDVHD-JCASDCETSA-N,[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(COC(CCCCCCC/C=C\CCCCCCCC)=O)O)=O)([C@]1(O)[H])[H])O,1-oleoyl-GPI (18:1),1-oleoyl-GPI (18:1),,,HMDB0061693,,86289645,Neg
100001790,400,36659,156245,Peptide,Dipeptide,818,NAMED,KGVHCTWYMPWEGN-MSZQBOFLSA-N,OC([C@@H](NC(CN)=O)C(C)CC)=O,glycylisoleucine,glycylisoleucine,19461-38-2,19972556,HMDB0028844,,259613,Pos Early
100001805,400,37070,156293,Nucleotide,Purine and Pyrimidine Metabolism,4285,NAMED,CAAULPUQFIIOTL-UHFFFAOYSA-N,O=P(O)(O)OC,methylphosphate,methylphosphate,7023-27-0,12578,HMDB61711,,13130,Pos Early
